anuncio,valor_cop,tipo,city,Ciudad,Estado,area,Cuartos,bano,habitaciones
"Desde $ 192.200.000

Apartamento en Caños negros, Villavicencio, Meta
3 Habs.
1 Baño
56 m²
Llano Alto 3, Apartamento En Venta En Caños Negros, Villavicencio

Entregas 2023 Llanoalto 3, es un conjunto residencial de apartamentos ubicado en el plan parcial La Maria II en la ciudad de Villavicencio - Meta. Consta de 440 unidades de vivienda, distruibidas en 80 unidades tipo VIP y 360 unidades tope VIS. Cuenta con 4 torres tipo VIP de 5 pisos y 9 torres topeVIS de 10 pisos. Las torres de 10 pisos cuentan con ascensor y todas las torres cuentan con 4 apartamentos por piso. El proyecto delimita al norte con el conjunto residencial Llanoalto II.

Contactar
Llamar
Whatsapp",192200000,Apartamento,Villavicencio,Caños negros,Meta,56,1,,3
"Desde $ 483.152.000

Apartamento en Leon xii, Villavicencio, Meta

Unidades desde:

3 Habs.
2 Baños
79 m²
Colina Campestre Ll, Apartamento En Venta En Leon Xii, Villavicencio

Conjunto cerrado de torres de 12 pisos de apartamentos, ubicado junto a Serramonte, a pocos minutos de la vía Bogotá-Acacías. Vista al llano y a la cordillera, con un clima agradable dada su ubicación. Único proyecto en venta de la zona. Aprovecha la valorización que este proyecto tendrá comprando en la primera torre. *Los precios publicados están sujetos a cambios sin previo aviso por parte de la constructora.

Contactar
Llamar
Whatsapp",483152000,Apartamento,Villavicencio,Leon xii,Meta,79,2,,3
"Desde $ 402.052.000

Apartamento en Cr gratamira, Villavicencio, Meta

Unidades desde:

3 Habs.
2 Baños
80 m²
Tuparro, Apartamento En Venta En Cr Gratamira, Villavicencio

El proyecto tiene facilidades de acceso y transporte a través de la Vía Puerto López, la Carretera del Amor y la vía a Acacías, se encuentra cercano a importantes centros de distribución como el Éxito y Home Center. El proyecto cuenta con parques públicos y zonas verdes distribuidas en una red de alamedas, ciclorrutas y parques lineales que permitirá tener una alta proporción de espacio público por habitante, valorando el potencial ambiental..

Contactar
Llamar
Whatsapp",402052000,Apartamento,Villavicencio,Cr gratamira,Meta,80,2,,3
"Desde $ 402.052.000

Apartamento en Cr gratamira, Villavicencio, Meta

Unidades desde:

3 Habs.
2 Baños
80 m²
Tuparro, Apartamento En Venta En Cr Gratamira, Villavicencio

El proyecto tiene facilidades de acceso y transporte a través de la Vía Puerto López, la Carretera del Amor y la vía a Acacías, se encuentra cercano a importantes centros de distribución como el Éxito y Home Center. El proyecto cuenta con parques públicos y zonas verdes distribuidas en una red de alamedas, ciclorrutas y parques lineales que permitirá tener una alta proporción de espacio público por habitante, valorando el potencial ambiental..

Contactar
Llamar
Whatsapp",402052000,Apartamento,Villavicencio,Cr gratamira,Meta,80,2,,3
"Desde $ 192.200.000

Apartamento en Cr gratamira, Villavicencio, Meta
2 Habs.
1 Baño
52 m²
Pasollano 3, Apartamento En Venta En Cr Gratamira, Villavicencio

Últimas unidades PASOLLANO III, es un conjunto residencial de apartamentos ubicado en el plan parcial HACIENDA ROSABLANCA en la ciudad de Villavicencio - Meta, delimitado al norte con la vía Puerto López sobre la cual se encuentra el Terminal de Transportes de Villavicencio, cerca a centros comerciales como Viva, Primavera Urbana y Rosablanca, Unicentro, Villacentro o Universidad Uniminuto,al sur con la Comuna 8, al oriente con multifamiliares Centauros y la Carretera del Amor y al Occidente can vía Acacías. El proyecto tiene facilidades de acceso y transporte a través de la Vía Puerto López. El conjunto cuenta con: Piscina para adultos y niños, portería, salón comunal, parque infantil, entre otros.

Contactar
Llamar
Whatsapp",192200000,Apartamento,Villavicencio,Cr gratamira,Meta,52,1,,2
"Desde $ 430.000.000

Apartamento en Mt centauros, Villavicencio, Meta

Unidades desde:

3 Habs.
2 Baños
75 m²
La Macarena, Apartamento En Venta En Mt Centauros, Villavicencio

En el corazón de Hacienda Rosablanca, un macroproyecto que ha redefinido el desarrollo urbano en Villavicencio, La Macarena te conecta con lo mejor de la ciudad. Su ubicación estratégica garantiza fácil acceso a vías principales, comercios como El Éxito y Home Center, colegios destacados y clínicas especializadas. Este proyecto NO VIS se destaca por fusionar armoniosamente bienestar, funcionalidad y un entorno natural único, ideal para quienes desean invertir en un futuro prometedor. Características destacadas de La Macarena Apartamentos de 75 m² a 92 m². Zonas sociales integrales y diseñadas con detalle. Ubicado sobre la paralela de Hacienda Rosablanca. Zona con alta valorización. Distribuciones pensadas para el confort y acabados de calidad. Entorno rodeado de áreas verdes. Cercanía a vías principales y servicios esenciales.

Contactar
Llamar",430000000,Apartamento,Villavicencio,Mt centauros,Meta,75,2,,3
"Desde $ 192.200.000

Apartamento en Cr gratamira, Villavicencio, Meta
2 Habs.
1 Baño
52 m²
Pasollano 4, Apartamento En Venta En Cr Gratamira, Villavicencio

PASOLLANO 4 está conformado por 480 unidades de vivienda; cuenta con dos torres de 5 pisos y once torres de 10 pisos, todas destinadas a vivienda, distribuido en 4 apartamentos por cada piso; con 20 unidades de vivienda por torre para las torres de 5 pisos y 40 unidades de vivienda por torre para las torres de 10 pisos, una edificación de un piso destinado a servicios comunales, una plataforma en primer piso para parqueaderos con 160 para residentes, 44 para visitantes y 14 públicos..

Contactar
Llamar
Whatsapp",192200000,Apartamento,Villavicencio,Cr gratamira,Meta,52,1,,2
"Desde $ 313.879.400

Apartamento en Caudal norte oriental, Villavicencio, Meta

Unidades desde:

1 Hab
1 Baño
43.4 m²
Macarenia, Apartamento En Venta En Caudal Norte Oriental, Villavicencio

Proyecto ubicado en la ciudad de Villavicencio en el sector del Caudal, que mezcla la tranquilidad de un barrio tradicional y exclusivo, con la cercanía al centro y las vistas icónicas del Río Guatiquía, con todos los servicios al alcance de la mano. Su diseño arquitectónico evoca el ambiente campestre con fachadas adornadas con plantas naturales que ayudan a alcanzar confort térmico al interior del edificio. En Macarenia, los residentes tendrán la comodidad de un hotel, con las ventajas de una vida en comunidad a 5 minutos del centro de la ciudad, ubicado en un sector tradicional, exclusivo y cercano al centro de la ciudad, que cuenta con diferentes vías de acceso; el diseño de este edificio toma elementos de la naturaleza para proporcionar una experiencia de vida moderna y dinámica. Este edificio estrato 6, con 1 torre de 9 pisos, para un total de 68 apartamentos cuenta con 2 ascensores y parqueaderos en sótano y piso 1.

Contactar
Llamar
Whatsapp",313879400,Apartamento,Villavicencio,Caudal norte oriental,Meta,43.4,1,,1
"Desde $ 395.373.000

Apartamento en Barranquillita centro, Villeta, Cundinamarca

Unidades desde:

3 Habs.
2 Baños
66.85 m²
Palmanova Eufonia, Apartamento En Venta En Barranquillita Centro, Villeta

ESTE ES EL LUGAR PARA DESCONECTARTE DE LA RUTINA A TAN SOLO 1 HORA Y MEDIA DE BOGOTÁ ¡¡VEN Y CONÓCENOS!! Ventas de la Segunda Etapa!! Amplio Plazo para pago de cuota inicial. Entregas 2026."" Ubicado muy cerca del centro de Villeta. Amplias zonas comunes, piscinas donde se divertirán niños y adultos, cuarto de basuras, ascensor, jacuzzi. El mejor lugar para descansar y disfrutar de días de sol. Rodeado de naturaleza. Fecha de entrega Etapa 1: Feb 2025 Forma de pago: 30%-70% Separación: $5,000,000.

Contactar
Llamar
Whatsapp",395373000,Apartamento,Villeta,Barranquillita centro,Cundinamarca,66.85,2,,3
"Desde $ 196.000.000

Apartamento en Guabinas, Yumbo, Valle del cauca

Unidades desde:

1 Hab
1 Baño
47.5 m²
Monguí, Apartamento En Venta En Guabinas, Yumbo

Apartamentos desde 47,50 m2 en Ciudad Guabinas, con todo lo que necesitas para tener calidad de vida. A solo 15 minutos del aeropuerto, de diferentes empresas y colegios, conectado con las 3 entradas más importantes de Cali. Contará con Piscina, zona de juegos, zona de picnic y todos los beneficios que esta avanzada ciudadela te entrega.

Contactar
Llamar
Whatsapp",196000000,Apartamento,Yumbo,Guabinas,Valle del cauca,47.5,1,,1
"Desde $ 246.510.000

Apartamento en Guabinas, Yumbo, Valle del cauca
2 Habs.
1 Baño
65.52 m²
Providencia, Apartamento En Venta En Guabinas, Yumbo

Apartamentos desde 65,52 m2en Ciudad Guabinas, con todo lo que necesitas para tener calidad de vida. A solo 15 minutos del aeropuerto, de diferentes empresas y colegios, conectado con las 3 entradas más importantes de Cali. Contará con Piscina, espacio para gimnasio, Terraza mirador*,Coworking, Zona BBQ, zona picnic , zona de juegos todos los beneficios que esta avanzada ciudadela te entrega. ¡Conoce tu próximo hogar!

Contactar
Llamar
Whatsapp",246510000,Apartamento,Yumbo,Guabinas,Valle del cauca,65.52,1,,2
"Desde $ 299.000.000

Apartamento en Las villas, Zipaquirá, Cundinamarca

Unidades desde:

3 Habs.
2 Baños
63 m²
Saviia, Apartamento En Venta En Las Villas, Zipaquirá

Bienvenido al proyecto de mejor categoría de Zipaquirá! Ubicado en una de las zonas de mayor proyección de valorización de la sabana, Saviia ofrece un estilo de vida campestre al estar rodeados de parques. Saviia fue pensado para ofrecer una experiencia nueva todos los días: si quieres estar en la terraza tomando un café esta genial, o si prefieres trabajar desde la zona creativa, esta increible. Aptos cómodos y versátiles, pero, sobre todo, con acabados magníficos. Agenda tu visita!.

Contactar
Llamar
Whatsapp",299000000,Apartamento,Zipaquirá,Las villas,Cundinamarca,63,2,,3
"Desde $ 278.081.048

Apartamento en Las villas, Zipaquirá, Cundinamarca

Unidades desde:

3 Habs.
2 Baños
61.57 m²
Arborea, Apartamento En Venta En Las Villas, Zipaquirá

Arborea es un proyecto de apartamentos conformado por 12 torres de 12 pisos, para un total de 564 con parqueadero privado y 113 parqueaderos de visitantes de los cuales 23 son parqueaderos con movilidad reducida. Adicionalmente contará con 9 locales comerciales. Diviertete y relajate en espacios únicos con más de 15 zonas comunes como zona pet, gimnasio al aíre libre, playground con trciclódromo, zona kids, zona camping y picnic, sendero trote, zona húmeda, jacuzzi, turco, sauna, piscina adultos e infantil, terraza lounge, zona cool, zona fitness, zona BBQ, 1 y 2 sales sociales, zona café y zona coworking.

Contactar
Llamar
Whatsapp",278081048,Apartamento,Zipaquirá,Las villas,Cundinamarca,61.57,2,,3
"Desde $ 232.740.000

Apartamento en Hacienda la quinta ii, Zipaquirá, Cundinamarca
1 Hab
2 Baños
43.54 m²
Paseo San Rafael, Apartamento En Venta En Hacienda La Quinta Ii, Zipaquirá

¡Dcto 3 Millones, Únicamente para proyectos y tipologías seleccionadas.! *Aplica TERMINOS Y CONDICIONES. Paseo San Rafael esta ubicado en Zipaquirá en la ciudadela que construye Marval. Una zona de gran desarrollo urbanístico que cuenta con vías de acceso principales cercanas, zonas verdes y múltiples alternativas para el bienestar de toda tu familia.

Contactar
Llamar
Whatsapp",232740000,Apartamento,Zipaquirá,Hacienda la quinta ii,Cundinamarca,43.54,2,,1
"Desde $ 206.999.000

Apartamento en San rafael, Zipaquirá, Cundinamarca
3 Habs.
2 Baños
54.5 m²
Salinas 3, Apartamento En Venta En San Rafael, Zipaquirá

Gran Lanzamiento Aptos. VIS en Zipaquirá con parqueadero propio y gran variedad de zonas sociales con zonas húmedas (sauna y turco), cancha múltiple, gimnasio dotado y al aire libre, juegos infantiles al aire libre, zona para mascotas, zona para BBQ, zonas verdes y más.

Contactar
Llamar
Whatsapp",206999000,Apartamento,Zipaquirá,San rafael,Cundinamarca,54.5,2,,3
"Desde $ 313.329.000

Apartamento en Las villas, Zipaquirá, Cundinamarca

Unidades desde:

3 Habs.
2 Baños
72.89 m²
Qanvas, Apartamento En Venta En Las Villas, Zipaquirá

Múltiples vías de acceso y conectividad con el centro de la ciudad. Apartamentos de 3 alcobas, sala comedor, cocina tipo americano, balcón y alcoba principal con Vestier. (opción de mezzanine en algunas unidades). Será un proyecto compuesto de 14 torres de 5 pisos de altura, con 4 apartamentos por piso y parqueaderos en superficie (relación 1 a 1). Zonas comunes para para disfrutar en familia como Gimnasio dotado, salón infantil, Salón de juegos, Piscina, zonas húmedas, zonas BBQ, coworking. Vive en un grandioso espacio diseñado para vivir en comunidad.

Contactar
Llamar
Whatsapp",313329000,Apartamento,Zipaquirá,Las villas,Cundinamarca,72.89,2,,3
"Desde $ 195.000.000

Apartamento en Algarra iii, Zipaquirá, Cundinamarca

Unidades desde:

2 Habs.
2 Baños
53.88 m²
Abadía San Rafael, Apartamento En Venta En Algarra Iii, Zipaquirá

En Zipaquirá tu sueño más grande se hace realidad. Ubicado en la ciudadela que construye Marval, una zona de gran desarrollo urbanístico que cuenta con vías de acceso principales cercanas, zonas verdes y múltiples alternativas para el bienestar de toda tu familia.

Contactar
Llamar
Whatsapp",195000000,Apartamento,Zipaquirá,Algarra iii,Cundinamarca,53.88,2,,2
"Desde $ 232.740.000

Apartamento en Algarra iii, Zipaquirá, Cundinamarca
2 Habs.
2 Baños
51.09 m²
San Lucas La Quinta, Apartamento En Venta En Algarra Iii, Zipaquirá

San Lucas se encuentra ubicado en una zona de gran desarrollo urbanístico en Zipaquirá, a pocos minutos de Cajicá y Chía. Un lugar donde contaras con ventajas únicas que harán la vida de tu familia más fácil. La zona cuenta con Centros comerciales como Centro Chía y Fontanar, colegio la Salle, colegio Santiago Pérez, universidad Uniminuto – Sena; Zonas verdes, parques, alamedas, plazoletas, vías, etc. convirtiéndose en una zona de valorización constante. Este proyecto se compone de 16torres de apartamentos, un edificio de parqueaderos de 7 pisos+ Terraza, Lobby edificio comunal donde se desarrollan los espacios comunales. (Piscinas climatizadas para niños y adultos, Salón de reuniones, salones sociales, gimnasio, teatrino, terraza BBQ –Salón de Juegos).

Contactar
Llamar
Whatsapp",232740000,Apartamento,Zipaquirá,Algarra iii,Cundinamarca,51.09,2,,2
"Desde $ 195.000.000

Apartamento en Las villas, Zipaquirá, Cundinamarca
3 Habs.
2 Baños
50.7 m²
Solare, Apartamento En Venta En Las Villas, Zipaquirá

Vive en el hogar de tus sueños. Solare pertenece a la ciudadela Alameda, ubicado en el mejor sector de Zipaquirá. Cuenta con 720 unidades de vivienda, 15 torres con 4 apartamentos por piso y lo mejor es que cada uno de ellos contará con parqueadero privado. Una de sus principales características es que contará con un parque público de 31.600 m2 y estará rodeado de grandes beneficios en comercio, transporte y educación. Ilumina tu camino en este magnífico proyecto con más de 18 zonas comunes, donde tendrás todo lo que necesitas para cumplir tus sueños con zona de lavandería, zona café, coworking, salón social, zona lounge, sala VIP, zona cool, zona fitness y mucho más.

Contactar
Llamar
Whatsapp",195000000,Apartamento,Zipaquirá,Las villas,Cundinamarca,50.7,2,,3
"Desde $ 446.057.504

Casa en Colombia
2 Habs.
2 Baños
101.46 m²
Tángara

TÁNGARA es un proyecto de casas en conjunto cerrado ubicado en la ciudad de Jamundí, a 10 minutos de Cali. Su excelente ubicación y proximidad a la vía Panamericana le permite contar con servicios de transporte público intermunicipal de conexión con la zona urbana, y a su vez, rodearse de un entorno natural, en donde encontrará espacios de recreación con senderos, estaciones para actividades deportivas, canchas múltiples, ciclo rutas y parque de mascotas..

Contactar
Llamar",446057504,Casa,," Colombia
2 Habs.
2 Baños
101.46 m²
Tángara

TÁNGARA es un proyecto de casas",,101.46,2,,2
